Date,Lower_Bound_-_95%_Confidence_Interval,Upper_Bounds_-_95%_Confidence_Interval,Estimate_of_Rt_7_Day_Average,Nowcasting_Adjusted_Cases_by_Episode_Date,OBJECTID
2020/03/01,,,,2,0
2020/03/02,,,,3,1
2020/03/03,,,,1,2
2020/03/04,,,,1,3
2020/03/05,,,,6,4
2020/03/06,,,,5,5
2020/03/07,,,,4,6
2020/03/08,,,,9,7
2020/03/09,1.81953282222235,3.33176651066064,2.52783352678379,9,8
2020/03/10,1.68952660116951,2.93294424185422,2.27535740663841,7,9
2020/03/11,1.56065615154189,2.59949092457772,2.05232920286719,9,10
2020/03/12,1.52990981389718,2.44108206279462,1.96319814419047,14,11
2020/03/13,1.48332390983551,2.28837859844658,1.86756264008848,22,12
2020/03/14,1.64408379895973,2.40640100192733,2.01001712678659,18,13
2020/03/15,1.62889121384185,2.31046294236108,1.95718261104858,27,14
2020/03/16,1.62804571678678,2.23903609281242,1.92332702984061,14,15
2020/03/17,1.41100166338537,1.92657314424844,1.66036344575948,23,16
2020/03/18,1.39362341453174,1.86482224430934,1.62202164174494,16,17
2020/03/19,1.29054361654527,1.7136847581094,1.49581750370159,25,18
2020/03/20,1.24846652252604,1.63979903194014,1.43853330259421,22,19
2020/03/21,1.12982314584178,1.48396682440979,1.30182763575164,20,20
2020/03/22,1.0610815888211,1.39109681960426,1.22139914527754,26,21
2020/03/23,0.997422461539224,1.30884505268339,1.14869288858748,21,22
2020/03/24,1.00887143869078,1.3156006156748,1.15796273602575,18,23
2020/03/25,0.940980387493183,1.23251634641874,1.08261910065869,23,24
2020/03/26,0.964319969973018,1.25535324016034,1.1058080829815,14,25
2020/03/27,0.87316729470095,1.14794216596738,1.00660950216867,17,26
2020/03/28,0.833331736703152,1.10090556455511,0.963208750485882,25,27
2020/03/29,0.87268312666397,1.14730563628007,1.00605134092096,19,28
2020/03/30,0.831089402359315,1.10015976493587,0.961664400339481,25,29
2020/03/31,0.862465780114494,1.13714743330942,0.995821236243458,17,30
2020/04/01,0.861317792772906,1.1367491964026,0.995023086900845,27,31
2020/04/02,0.889325409109028,1.16918503771043,1.02523698810293,17,32
2020/04/03,0.907180871603442,1.18933024433632,1.0442457515634,27,33
2020/04/04,0.964985590077605,1.25411211029518,1.10557215313357,17,34
2020/04/05,0.895259721899589,1.17157118649361,1.02951490364661,27,35
2020/04/06,0.934065389498937,1.21392767811589,1.07014725862677,19,36
2020/04/07,0.886281867445515,1.15775915807479,1.01821352153771,23,37
2020/04/08,0.916163388862445,1.19066192572789,1.04963715610027,20,38
2020/04/09,0.866488235544644,1.132905651745,0.995948547094669,36,39
2020/04/10,0.980822414763237,1.26271369878376,1.11803032860658,34,40
2020/04/11,1.00770667510005,1.29077904895644,1.14556449704542,43,41
2020/04/12,1.12762157329545,1.42083742747988,1.27067185233605,33,42
2020/04/13,1.10308924450381,1.38527915319045,1.2408098661717,24,43
2020/04/14,1.06560945462489,1.33462684976459,1.19693915691617,33,44
2020/04/15,1.06564254951855,1.32788963229533,1.19373710554353,29,45
2020/04/16,1.06255765658948,1.31836573020235,1.18756473714438,70,46
2020/04/17,1.17407349537862,1.43615244662395,1.30234050181147,32,47
2020/04/18,1.09618817161824,1.34190103972698,1.21643547410225,40,48
2020/04/19,1.02178757541316,1.25227080475141,1.13456779731323,17,49
2020/04/20,0.921952213926146,1.13730883463942,1.02725702054197,61,50
2020/04/21,1.05421890858278,1.28210198198612,1.16581889716978,36,51
2020/04/22,1.038848117506,1.26210712962023,1.14819565755465,41,52
2020/04/23,1.04401863408864,1.26336893636358,1.15149739594138,45,53
2020/04/24,0.919719999204395,1.12251570231365,1.01899624191363,41,54
2020/04/25,0.937465505713277,1.1405067408517,1.03689613292529,101,55
2020/04/26,1.1460351309998,1.36895361591032,1.25541388268525,54,56
2020/04/27,1.22254989945708,1.44743391659896,1.33299790625922,61,57
2020/04/28,1.13534938491281,1.34419315534063,1.2379194940293,19,58
2020/04/29,1.01611272051853,1.20774018219064,1.11018798349862,25,59
2020/04/30,0.936372700783101,1.11735917764399,1.02518656604753,20,60
2020/05/01,0.856517457038591,1.02898158495972,0.941088240432108,23,61
2020/05/02,0.813802514921614,0.982920547606494,0.896684927387397,21,62
2020/05/03,0.604116184440139,0.752784898071407,0.676733399723376,19,63
2020/05/04,0.537766654096117,0.68333618027043,0.608720901668951,18,64
2020/05/05,0.451771231230999,0.59337916897611,0.520548969118414,25,65
2020/05/06,0.533147747088879,0.696456409040815,0.612511961491345,16,66
2020/05/07,0.561294022803796,0.739338767600198,0.647742191139734,23,67
2020/05/08,0.631889602088802,0.829955740985153,0.72808859490166,13,68
2020/05/09,0.633851477508333,0.84079612111047,0.734255648480756,17,69
2020/05/10,0.657465364047515,0.875845050058516,0.763368783635098,12,70
2020/05/11,0.661353025081119,0.888054044089006,0.771197560870764,20,71
2020/05/12,0.714387802621329,0.957028198520482,0.831985216143591,23,72
2020/05/13,0.737932287189657,0.99088342692958,0.860495920312218,21,73
2020/05/14,0.799618391329055,1.06756607094074,0.92952892212434,14,74
2020/05/15,0.758451190579101,1.0233864436098,0.886754299515851,20,75
2020/05/16,0.82595033128079,1.10521288205007,0.96131372246927,16,76
2020/05/17,0.834201269374099,1.11753607088918,0.971521519349562,11,77
2020/05/18,0.833696635147515,1.11815856349787,0.97154585250715,15,78
2020/05/19,0.804681332335774,1.08576527687897,0.940804945726394,12,79
2020/05/20,0.735475219088708,1.0070588403214,0.866789400570215,15,80
2020/05/21,0.712148940140796,0.983909881088183,0.843421267010036,8,81
2020/05/22,0.694954728665332,0.969600635538052,0.827479991052135,7,82
2020/05/23,0.6216651141947,0.889020733360116,0.750327635862974,9,83
2020/05/24,0.599828499329398,0.871446051028172,0.730317954558252,10,84
2020/05/25,0.635061130994869,0.924878542869686,0.774257294754412,15,85
2020/05/26,0.677709514316438,0.986990003793783,0.826253583433705,6,86
2020/05/27,0.651703369625173,0.964090795374427,0.801484315793523,5,87
2020/05/28,0.578246249057093,0.882435216148478,0.723602837536901,4,88
2020/05/29,0.572824343985358,0.887095070817947,0.722757852573327,7,89
2020/05/30,0.618034056182321,0.957108353710213,0.779800949372597,3,90
2020/05/31,0.58186212939204,0.924103296138662,0.744690266953561,4,91
2020/06/01,0.538222382599465,0.880960710475112,0.700749256622609,11,92
2020/06/02,0.522690873803092,0.876072128216971,0.68982893142936,3,93
2020/06/03,0.520960611486442,0.891008157598489,0.695592655253796,10,94
2020/06/04,0.653401624220607,1.08179158023924,0.856289738847123,7,95
2020/06/05,0.7465870386732,1.21538673262164,0.969024899723687,4,96
2020/06/06,0.704398873950831,1.16622417625447,0.923122173960065,3,97
2020/06/07,0.716589773430852,1.18640779980876,0.939098476658288,1,98
2020/06/08,0.673786320376658,1.13666692249642,0.892558140127067,3,99
2020/06/09,0.533870196823939,0.958725588269276,0.733292458303708,10,100
2020/06/10,0.712748536715161,1.21052078790139,0.947837119578482,10,101
2020/06/11,0.74259855517884,1.26121758488964,0.987532684090436,7,102
2020/06/12,0.748189236630687,1.27071270942148,0.994967361442734,4,103
2020/06/13,0.753004304508823,1.27889054418562,1.00137060162225,3,104
2020/06/14,0.756733135017237,1.28522353066329,1.00632932659527,3,105
2020/06/15,0.804597646738737,1.348570652493,1.06187952133531,5,106
2020/06/16,0.845191858123938,1.39932531832296,1.10763286873053,4,107
2020/06/17,0.697995253433104,1.20252467960701,0.93590085858135,3,108
2020/06/18,0.549086445018563,1.00543821283538,0.762832694122643,2,109
2020/06/19,0.465788116727484,0.904461772944934,0.669923979621478,3,110
2020/06/20,0.483211819389232,0.95145362687545,0.700770834200177,6,111
2020/06/21,0.608776486618654,1.15240135745879,0.862465689106956,6,112
2020/06/22,0.730301172604143,1.33726248840448,1.01458999046992,2,113
2020/06/23,0.653475378304146,1.23701543928934,0.925791493022235,9,114
2020/06/24,0.810621295048139,1.45571598224076,1.11342136297452,2,115
2020/06/25,0.778366532373741,1.4111302399566,1.07506738118504,6,116
2020/06/26,0.880959530373296,1.54146615203553,1.19188302294772,4,117
2020/06/27,0.884210839277471,1.53495132177783,1.19080438318479,3,118
2020/06/28,0.766634476746231,1.36431313969772,1.04745843275185,2,119
2020/06/29,0.64736601970809,1.19790309854449,0.90492794609343,4,120
2020/06/30,0.714178490987427,1.29476130260317,0.986411887036109,3,121
2020/07/01,0.563886578059822,1.09494818741851,0.811014980551744,2,122
2020/07/02,0.58506941664583,1.13608076906983,0.841481390096323,6,123
2020/07/03,0.617189346771865,1.19845086376603,0.887678170654781,8,124
2020/07/04,0.766121845402871,1.41765199984477,1.07093212635774,4,125
2020/07/05,0.801690431757093,1.46798414396449,1.11376938450727,2,126
2020/07/06,0.785866917224096,1.43900953292251,1.09178615339456,6,127
2020/07/07,0.833061557385872,1.4960142679264,1.14424397722141,7,128
2020/07/08,0.933850809466675,1.62112413766097,1.257656644497,13,129
2020/07/09,1.21155030231945,1.96196473154941,1.56781514987384,8,130
2020/07/10,1.1476937519254,1.84001188322748,1.4767382683209,16,131
2020/07/11,1.21655085814109,1.88399163022284,1.53497611442081,7,132
2020/07/12,1.15471224388636,1.76838999220976,1.44784488557237,23,133
2020/07/13,1.45220901976932,2.09504834587349,1.76127511944901,23,134
2020/07/14,1.5547484344636,2.16918456408353,1.85123313443603,19,135
2020/07/15,1.4765663991882,2.02180740700749,1.74019745442993,21,136
2020/07/16,1.35181207442556,1.83095579571721,1.58375702992329,22,137
2020/07/17,1.33275116331536,1.77542966242877,1.54742848834662,30,138
2020/07/18,1.3166174050497,1.72931184559737,1.51705948839302,26,139
2020/07/19,1.33701936260676,1.72785141435643,1.52717517036585,18,140
2020/07/20,1.15288602976982,1.49584436460464,1.31967768659561,30,141
2020/07/21,1.10650091834429,1.42774243246869,1.26282406607106,24,142
2020/07/22,1.07402785604682,1.38066627677405,1.22330493020595,27,143
2020/07/23,1.0559563317725,1.35163852133899,1.19996602002603,19,144
2020/07/24,0.989292860780992,1.26898586421888,1.12548418589796,23,145
2020/07/25,0.91518765219264,1.17998761043202,1.04405567134743,12,146
2020/07/26,0.821429406272885,1.07117021176493,0.942820468754785,7,147
2020/07/27,0.764663260364826,1.00721755368647,0.882433511902732,15,148
2020/07/28,0.697254229217355,0.933003265462624,0.811525866884735,20,149
2020/07/29,0.703863708402646,0.946262257885619,0.821299142911718,16,150
2020/07/30,0.668653564427014,0.911710684751525,0.786228429031697,20,151
2020/07/31,0.711609033809826,0.96895410504069,0.836113880042952,10,152
2020/08/01,0.65498932488377,0.909278851822935,0.777758550423937,18,153
2020/08/02,0.734644930692889,1.01035032263685,0.867888682712012,8,154
2020/08/03,0.776080340295457,1.06575265027313,0.916096565324842,9,155
2020/08/04,0.747993456087163,1.03671086785949,0.887408670070428,12,156
2020/08/05,0.702547625996324,0.987122833655353,0.839759277668179,9,157
2020/08/06,0.670612432121855,0.955041003011512,0.80755293746722,10,158
2020/08/07,0.615434091501842,0.896294479381625,0.750328293654781,12,159
2020/08/08,0.673116688252827,0.975591989123803,0.818468376616255,6,160
2020/08/09,0.59321585060939,0.887800402829751,0.734282584399989,2,161
2020/08/10,0.567991839658379,0.866786429858927,0.710770727081756,12,162
2020/08/11,0.647231836818569,0.977791598223539,0.805363723102234,13,163
2020/08/12,0.700822253315344,1.05536199814012,0.870484910085534,7,164
2020/08/13,0.704250478613895,1.0674307210038,0.877925013577147,22,165
2020/08/14,0.883514568353936,1.29317638422662,1.08016356300119,11,166
2020/08/15,0.871023664925774,1.2781874534603,1.06641868048446,4,167
2020/08/16,0.829765187589724,1.22413958717495,1.01891309068746,4,168
2020/08/17,0.85052354125465,1.24810445809983,1.04131980462672,24,169
2020/08/18,0.998918104027129,1.42552513561612,1.20426568969691,26,170
2020/08/19,1.12730992931462,1.57016101730377,1.34103868739838,24,171
2020/08/20,1.25015474635592,1.6976982182337,1.46674136452374,17,172
2020/08/21,1.08204708700056,1.47949799810256,1.27424934409574,21,173
2020/08/22,1.09973734376,1.48388756338573,1.28577399578307,19,174
2020/08/23,1.17361614815306,1.55678726019335,1.35952082862864,17,175
2020/08/24,1.19970575514657,1.57140039661189,1.38028845548202,19,176
2020/08/25,1.06227767723452,1.39789223031961,1.22524946921612,14,177
2020/08/26,0.908293411405112,1.2099866120437,1.05459979272457,18,178
2020/08/27,0.844063477697761,1.1320626303794,0.983626821121716,13,179
2020/08/28,0.816834912159423,1.10080423171639,0.954374208912052,28,180
2020/08/29,0.877627361743704,1.17303047161881,1.02083191123146,21,181
2020/08/30,0.8949214191356,1.19348055409171,1.0396907991928,20,182
2020/08/31,0.910159319842959,1.20986196213061,1.05553419618843,21,183
2020/09/01,0.914855831297772,1.21354491016446,1.0597720215413,25,184
2020/09/02,0.981887062204461,1.28845907648491,1.1308013697724,36,185
2020/09/03,1.08469872001331,1.4017734297217,1.23896855861701,22,186
2020/09/04,1.09465924023346,1.40514744521192,1.24583406626994,22,187
2020/09/05,0.995538249649492,1.28358681138577,1.13572047557637,25,188
2020/09/06,0.981043822630798,1.26113500159049,1.11739722411821,21,189
2020/09/07,0.961026802505274,1.23450311996982,1.09417041295601,41,190
2020/09/08,1.05507891044062,1.33733215192994,1.19269323576189,52,191
2020/09/09,1.16917454438281,1.45980948655347,1.31110474952238,45,192
2020/09/10,1.14440819678576,1.42259255204223,1.2803226024624,77,193
2020/09/11,1.3414139728486,1.63081465140329,1.48314589957305,30,194
2020/09/12,1.25766557960321,1.52487743580384,1.38856851136542,49,195
2020/09/13,1.23954687471876,1.49172294839504,1.36318283430953,35,196
2020/09/14,1.19394898963406,1.43114701406339,1.31029104053922,68,197
2020/09/15,1.2028847769635,1.43180639204435,1.31525139377539,72,198
2020/09/16,1.1858369945963,1.40491053759427,1.29342356859321,76,199
2020/09/17,1.201570694637,1.41422243567739,1.30607689571245,50,200
2020/09/18,1.0439705618398,1.23573115217384,1.13815278766143,88,201
2020/09/19,1.15637853500831,1.3530738224888,1.25310358259276,70,202
2020/09/20,1.15770811793238,1.34971988310846,1.25216662852894,43,203
2020/09/21,1.10943237124218,1.29173315891043,1.19912626545856,109,204
2020/09/22,1.15114555454152,1.33193480687235,1.24015516848328,110,205
2020/09/23,1.1774779205437,1.35538775058754,1.26511808819742,107,206
2020/09/24,1.17369760192556,1.34587394750157,1.25854799653647,101,207
2020/09/25,1.20539585705478,1.37440634646697,1.28873639224637,119,208
2020/09/26,1.18771261208308,1.35002417772778,1.26777644007672,85,209
2020/09/27,1.14003682480186,1.29397854603796,1.21598361299275,82,210
2020/09/28,1.14448037514646,1.29447062543614,1.21850535259737,115,211
2020/09/29,1.09785560329276,1.24109670843066,1.16855353129089,107,212
2020/09/30,1.0464316039296,1.1832666442,1.1139659190782,83,213
2020/10/01,0.979881465696982,1.11035588723532,1.04426206497629,101,214
2020/10/02,0.964935797323927,1.09342015424349,1.0283344297836,96,215
2020/10/03,0.925574883874909,1.05105335009891,0.98747628230424,72,216
2020/10/04,0.907179423881247,1.03145507471158,0.968479274935141,57,217
2020/10/05,0.877822566716711,1.00059123847086,0.93836287218996,78,218
2020/10/06,0.835751029863447,0.95646494090017,0.89525266131005,75,219
2020/10/07,0.807768220783274,0.927945049702769,0.866981246209504,101,220
2020/10/08,0.861661960132601,0.987714198956773,0.923784231340029,80,221
2020/10/09,0.850500367640414,0.977397568761113,0.913022153619383,83,222
2020/10/10,0.846884533125062,0.974843691191876,0.909918498494155,65,223
2020/10/11,0.854914698339443,0.984982904972192,0.91898139076734,64,224
2020/10/12,0.88511832780428,1.01885438223121,0.950998050293113,61,225
2020/10/13,0.86971859846759,1.00337358586721,0.935542667157051,85,226
2020/10/14,0.899599370667178,1.0364659809359,0.96701470029107,67,227
2020/10/15,0.850669960318441,0.984694494798804,0.91665243614288,86,228
2020/10/16,0.8750255404652,1.01201610788969,0.942474430161654,75,229
2020/10/17,0.876331428664081,1.01469344502955,0.94444721012053,47,230
2020/10/18,0.855581518777026,0.993338279290937,0.923379865338392,57,231
2020/10/19,0.85770180535104,0.9968838288553,0.926193662562728,64,232
2020/10/20,0.880152436553325,1.02249780109674,0.950204487363286,78,233
2020/10/21,0.879804646879068,1.02322025997619,0.95037510509583,88,234
2020/10/22,0.931627005071535,1.07999155976124,1.00465787064719,65,235
2020/10/23,0.894235697941721,1.04000369465392,0.965963692538467,79,236
2020/10/24,0.906076170710838,1.0531080576694,0.97843096735469,65,237
2020/10/25,0.948534235639583,1.09942763527559,1.02281107710722,70,238
2020/10/26,0.972706324001964,1.12531024777724,1.04784034626698,73,239
2020/10/27,0.980806846937955,1.13324132954186,1.05586760761753,78,240
2020/10/28,0.968223352229546,1.11870214038534,1.04232110302826,112,241
2020/10/29,1.00338477176446,1.15558830840613,1.07835762509836,64,242
2020/10/30,0.98618298837991,1.13592521940002,1.05994242038502,50,243
2020/10/31,0.916428375869212,1.05975036820868,0.986995683629244,39,244
2020/11/01,0.86621449411331,1.00552891559083,0.934780581139461,50,245
2020/11/02,0.840233095988486,0.978458761105221,0.908240386832933,64,246
2020/11/03,0.841539900462098,0.981442292402228,0.91036120041835,71,247
2020/11/04,0.847866349332867,0.989997902339,0.9177753498496,65,248
2020/11/05,0.772555267799543,0.910013423122225,0.840102300063327,47,249
2020/11/06,0.763850248279208,0.902970156815352,0.832187864859541,74,250
2020/11/07,0.849637224436343,0.999408191316789,0.923245799140737,35,251
2020/11/08,0.865054885010037,1.01835461315825,0.940391346120988,37,252
2020/11/09,0.84906508435101,1.00220612242767,0.924302083248874,71,253
2020/11/10,0.880153707050892,1.03739124470726,0.957415291354703,67,254
2020/11/11,0.883413700543464,1.04209494252631,0.961377790843399,56,255
2020/11/12,0.870953322917827,1.02935753715252,0.948765451537902,42,256
2020/11/13,0.869586742420778,1.02886163203878,0.947817472321604,39,257
2020/11/14,0.797393240388974,0.951275095327624,0.872908352207136,21,258
2020/11/15,0.783606275972217,0.938259793954806,0.859470333954105,30,259
2020/11/16,0.794520696176162,0.953156775651992,0.872322387874824,44,260
2020/11/17,0.751024624951183,0.908237001337626,0.828061879109904,41,261
2020/11/18,0.7104666456986,0.866806547259349,0.787003987926474,42,262
2020/11/19,0.708108489158115,0.868514564694717,0.786591927844474,20,263
2020/11/20,0.682172072408606,0.844473943167883,0.761504403748057,25,264
2020/11/21,0.679077345230133,0.846193469531723,0.760705196035432,29,265
2020/11/22,0.75040340173021,0.931494410242684,0.838893682438662,27,266
2020/11/23,0.777491302206029,0.966484982283788,0.869829218480036,40,267
2020/11/24,0.790281696631685,0.98428161902611,0.88504592319193,43,268
2020/11/25,0.822372008312237,1.02325542790708,0.920508882173621,55,269
2020/11/26,0.892948707360154,1.10441198970776,0.996320786150278,45,270
2020/11/27,0.998982630918469,1.22290667406102,1.10856688817148,48,271
2020/11/28,1.07165380396321,1.30108049803698,1.18403030439084,44,272
2020/11/29,1.08730910575984,1.31367460146588,1.19824400757575,45,273
2020/11/30,1.10293059278367,1.32539013677525,1.21201416105655,43,274
2020/12/01,1.06093532653168,1.27383649819673,1.16534145928069,54,275
2020/12/02,1.05290687082889,1.26037032639994,1.1546793572457,42,276
2020/12/03,0.974046168568756,1.17017529779625,1.07022149676595,38,277
2020/12/04,0.930106954451129,1.11965916402104,1.02303699134531,43,278
2020/12/05,0.907714196922498,1.09433423940698,0.9991921021202,35,279
2020/12/06,0.879674255821419,1.06348034729325,0.969746020856702,39,280
2020/12/07,0.86645620699145,1.04951640826376,0.95614399595901,54,281
2020/12/08,0.910262977567467,1.09874643325259,1.00264223554402,47,282
2020/12/09,0.892283752350327,1.07940920200498,0.983975897736705,53,283
2020/12/10,0.928836717701149,1.11979941092135,1.02244331490331,45,284
2020/12/11,0.949754993987547,1.14264066657604,1.04432523524982,39,285
2020/12/12,0.928808734308643,1.11875898681196,1.02192801268603,33,286
2020/12/13,0.916187767352506,1.10421721944346,1.00835951207555,39,287
2020/12/14,0.914151840010393,1.10176345820716,1.00611876320892,43,288
2020/12/15,0.879477596707744,1.06357910065783,0.969691068934276,46,289
2020/12/16,0.880773048826882,1.06548452919543,0.971282340554667,55,290
2020/12/17,0.894537907894192,1.08144972830423,0.986131594672899,37,291
2020/12/18,0.87422515697345,1.05961952071928,0.965050176330516,41,292
2020/12/19,0.886870768251167,1.07424404808756,0.978671689824106,39,293
2020/12/20,0.912633925955038,1.10332687139966,1.00608050347832,44,294
2020/12/21,0.929756729897162,1.12227665624398,1.02411433744936,75,295
2020/12/22,1.02767781967801,1.22918526531413,1.12653701576552,84,296
2020/12/23,1.12426421562552,1.33226314158138,1.22640960612098,100,297
2020/12/24,1.20731942728855,1.41738640885779,1.31058334602827,75,298
2020/12/25,1.23563089161179,1.44080746577118,1.33656391429981,66,299
2020/12/26,1.20943200641103,1.40459517700648,1.30548032416368,93,300
2020/12/27,1.25474124704552,1.44602030718046,1.34895545446873,110,301
2020/12/28,1.31038218942344,1.49813736483257,1.40293937992433,132,302
2020/12/29,1.31655547312,1.49632942914101,1.40523393304293,121,303
2020/12/30,1.26951606449583,1.43791079612976,1.35261182599643,137,304
2020/12/31,1.23055828150781,1.38936384670368,1.30894868109668,125,305
2021/01/01,1.2233471979981,1.3758027996215,1.29863456354726,117,306
2021/01/02,1.21794414361624,1.36474875518809,1.29046893408133,113,307
2021/01/03,1.16620907227219,1.30503045669006,1.23479972106521,123,308
2021/01/04,1.11674485935996,1.24862287651491,1.18191069012438,175,309
2021/01/05,1.12078329436327,1.24980366869495,1.18455510785239,141,310
2021/01/06,1.09836467724183,1.22336482099418,1.16015710122575,183,311
2021/01/07,1.10906368420219,1.23211523543244,1.16990942539219,118,312
2021/01/08,1.05886892047682,1.17679693705349,1.11717886389958,130,313
2021/01/09,1.03940401126543,1.15435567987878,1.09624651451269,98,314
2021/01/10,0.999097916618382,1.11049013381652,1.05417557255783,92,315
2021/01/11,0.950848541679806,1.05869474083047,1.00416306095297,164,316
2021/01/12,0.93534435876297,1.04209446377803,0.988113452230574,140,317
2021/01/13,0.936756083055083,1.04372822353486,0.989634606057325,88,318
2021/01/14,0.840750164509848,0.942412075046686,0.890971616414078,92,319
2021/01/15,0.829002863816393,0.930946108975192,0.879353503031529,94,320
2021/01/16,0.815920995706024,0.918719116230037,0.86667937311353,62,321
2021/01/17,0.802501630103089,0.906215815976271,0.853696645157488,80,322
2021/01/18,0.818118124111336,0.924782163961087,0.870763591235747,121,323
2021/01/19,0.794887273850774,0.90196945075513,0.847717593462486,74,324
2021/01/20,0.741458789669126,0.846952520809631,0.793468631498058,61,325
2021/01/21,0.742577856638729,0.850811122481516,0.795921069380178,71,326
2021/01/22,0.75440353428938,0.866534275842815,0.809652849724048,81,327
2021/01/23,0.774234513693596,0.890760430921479,0.831639481995962,48,328
2021/01/24,0.788484747327414,0.908805417795529,0.847747674240925,46,329
2021/01/25,0.76675175227031,0.887941907746651,0.826412879416467,63,330
2021/01/26,0.704015910963835,0.822890442841706,0.762479181978637,63,331
2021/01/27,0.72499655879886,0.84908204357499,0.786009802950799,78,332
2021/01/28,0.800168739479997,0.93430453305022,0.866144935923924,38,333
2021/01/29,0.77050783618367,0.905092447642624,0.836662359418166,30,334
2021/01/30,0.698351591248901,0.829268679522188,0.762628931988085,19,335
2021/01/31,0.676708456768019,0.809397700373969,0.741805564772807,43,336
2021/02/01,0.716391863695835,0.857548822305405,0.785637286284539,40,337
2021/02/02,0.706163784921128,0.850834839790804,0.777083586030616,42,338
2021/02/03,0.694153907029683,0.841917207152879,0.766538282070857,63,339
2021/02/04,0.696922479390993,0.849667369907753,0.771705650139156,82,340
2021/02/05,0.864278941825144,1.03890116323173,0.949902733469606,58,341
2021/02/06,0.971882830238214,1.15943788478963,1.06392253772782,25,342
2021/02/07,0.981043946991927,1.16860848386551,1.07310310421676,25,343
2021/02/08,0.912062560290604,1.0914814801751,1.00008014985571,47,344
2021/02/09,0.926413821927567,1.10661315438965,1.01483169381094,55,345
2021/02/10,0.962435361174819,1.14587740776014,1.05247588782265,57,346
2021/02/11,0.936645741715893,1.11683600067366,1.02507606988075,60,347
2021/02/12,0.867697973983846,1.04065539934952,0.952525968888677,51,348
2021/02/13,0.85377035768823,1.02597463390247,0.938211135477512,32,349
2021/02/14,0.887227932347246,1.06407824604193,0.973965217417797,41,350
2021/02/15,0.942374570292497,1.12538712735825,1.03217528412497,62,351
2021/02/16,0.98263710494872,1.16907433986223,1.07415494089007,51,352
2021/02/17,0.956919295927692,1.13959009227201,1.04657890666048,57,353
2021/02/18,0.94385593779347,1.12403300865491,1.03229156275216,72,354
2021/02/19,0.969358847120896,1.15108054625824,1.05858010715054,54,355
2021/02/20,0.966670811325804,1.14708673016141,1.05525757763144,49,356
2021/02/21,0.999439308064859,1.18146700974937,1.08885382404324,42,357
2021/02/22,0.984211820293585,1.16321486894354,1.07214261375277,65,358
2021/02/23,0.973606025382271,1.14994050709852,1.06023190114135,55,359
2021/02/24,0.969567675482267,1.14420247090327,1.05536631667796,46,360
2021/02/25,0.929086881307093,1.09901877634538,1.01255394746037,33,361
2021/02/26,0.825627304210669,0.985713045308688,0.904180438472907,65,362
2021/02/27,0.866527220061981,1.03168898892719,0.947595071885113,46,363
2021/02/28,0.8756413493627,1.04331273692496,0.957934504538076,65,364
2021/03/01,0.945831966931264,1.12081933246523,1.03176583751304,77,365
2021/03/02,0.976512211935784,1.15411489804077,1.06375511214043,63,366
2021/03/03,0.984155222775322,1.16117421935898,1.0711271754031,59,367
2021/03/04,1.00113954484086,1.1780842605696,1.08809963243166,57,368
2021/03/05,1.041884347575,1.220428913499,1.12967359236681,73,369
2021/03/06,1.03310145067845,1.2083963872923,1.11930614423681,56,370
2021/03/07,1.02659814497473,1.19869129240685,1.11124409218562,40,371
