Date,Lower_Bound_-_95%_Confidence_Interval,Upper_Bounds_-_95%_Confidence_Interval,Estimate_of_Rt_7_Day_Average,Nowcasting_Adjusted_Cases_by_Episode_Date,OBJECTID
2021/03/08,0.941898315883914,1.1047388750632,1.02195492794637,83,372
2021/03/09,0.944068331192958,1.10605301120402,1.02371362695467,57,373
2021/03/10,0.926959742883043,1.08721763943327,1.00574665149308,80,374
2021/03/11,0.972110203676757,1.13585565049483,1.05264428934177,61,375
2021/03/12,0.973375547571408,1.13654675768415,1.05363313971631,82,376
2021/03/13,0.980511158439599,1.14313390884673,1.06051199994266,68,377
2021/03/14,0.993509911615913,1.15601471387878,1.0734694886318,68,378
2021/03/15,1.03765575213382,1.20219285089131,1.11865249887289,107,379
2021/03/16,1.06294446967093,1.22729567164701,1.14387914564398,87,380
2021/03/17,1.08992196420993,1.25348338629523,1.17050162446977,88,381
2021/03/18,1.06454420839991,1.22307419954448,1.14265341665136,93,382
2021/03/19,1.0871742430304,1.24434447738795,1.16464478593451,125,383
2021/03/20,1.12663332688062,1.28353832941733,1.20401135443387,103,384
2021/03/21,1.13803857222417,1.29207554157445,1.21403006566376,85,385
2021/03/22,1.11089385717323,1.25926948096721,1.18410470561976,149,386
2021/03/23,1.12804649283062,1.27404543800511,1.20011268094668,124,387
2021/03/24,1.13436349081484,1.27738097521494,1.2049803052774,153,388
2021/03/25,1.17555019763394,1.31751473513632,1.24568235537438,149,389
2021/03/26,1.19050210387702,1.32940963949142,1.25915069524922,149,390
2021/03/27,1.15234012035737,1.28491646717334,1.21786998521649,116,391
2021/03/28,1.1073732578956,1.23382889544089,1.16988287309738,137,392
2021/03/29,1.12177723068045,1.24623936061603,1.18332046577422,209,393
2021/03/30,1.1440190935995,1.26703099049093,1.20486516959212,209,394
2021/03/31,1.18360075465114,1.30571059746149,1.24402592299108,208,395
2021/04/01,1.17729422905282,1.29574334200686,1.23592234453404,237,396
2021/04/02,1.19796643158343,1.31402932971806,1.25543413499681,198,397
2021/04/03,1.17526349540292,1.28688598082836,1.23054275894555,251,398
2021/04/04,1.22781578996969,1.33862304785507,1.282716511522,230,399
2021/04/05,1.23034521696689,1.33783733744715,1.28361834781949,285,400
2021/04/06,1.20894298276099,1.31195172102778,1.26000491389857,274,401
2021/04/07,1.18245179757283,1.28115950130871,1.23138994840801,308,402
2021/04/08,1.1857570881149,1.28181479916084,1.23339290525493,295,403
2021/04/09,1.16050671445788,1.25296869255802,1.20636538208701,297,404
2021/04/10,1.16363370396097,1.25385845464248,1.20839215385009,287,405
2021/04/11,1.12954066680552,1.21629069804175,1.17257850001279,269,406
2021/04/12,1.10300979303444,1.186868115687,1.1446161798461,315,407
2021/04/13,1.08012365094324,1.16161537727101,1.12055815696903,236,408
2021/04/14,1.02808158079733,1.10640471056501,1.06694107639839,273,409
2021/04/15,0.989757020516119,1.06585142639526,1.02750815794168,222,410
2021/04/16,0.943904556307863,1.01790779529086,0.980612767013218,236,411
2021/04/17,0.914399347071094,0.987314738169013,0.950563191042892,181,412
2021/04/18,0.869808502905062,0.941342123693196,0.905278344003076,162,413
2021/04/19,0.831712357555773,0.902419863254716,0.866763065529792,227,414
2021/04/20,0.81047783229293,0.881407142868018,0.845629915441332,189,415
2021/04/21,0.815525552376402,0.888061355636742,0.851468802907554,195,416
2021/04/22,0.802377862122341,0.875774506883947,0.83873873449055,176,417
2021/04/23,0.807097047363006,0.882213310472895,0.84430405960837,208,418
2021/04/24,0.822706532160063,0.900108608450925,0.861042002659752,156,419
2021/04/25,0.837119729719921,0.916658134855438,0.876509717706683,149,420
2021/04/26,0.855858889903196,0.937601962728065,0.896338758073952,163,421
2021/04/27,0.835543131437912,0.917481834147869,0.876109847901693,160,422
2021/04/28,0.839468954626885,0.922822546189019,0.880731275185995,166,423
2021/04/29,0.844471529603799,0.929397107594177,0.88650686408516,126,424
2021/04/30,0.83155913819427,0.917109798915356,0.873894435036316,153,425
2021/05/01,0.814554919499619,0.900584225538125,0.857115886992042,124,426
2021/05/02,0.817642090576554,0.905382207086815,0.86104238908188,97,427
2021/05/03,0.804088448517907,0.892731302175082,0.847922976199726,107,428
2021/05/04,0.786160707067592,0.875529122777001,0.830339526583354,105,429
2021/05/05,0.770098454035616,0.860492125834541,0.814768351251143,82,430
2021/05/06,0.727225755293725,0.817247732505082,0.771684939857981,106,431
2021/05/07,0.748302571206456,0.842193518100547,0.794665145157059,112,432
2021/05/08,0.748113476026136,0.844728605920882,0.795804701526943,89,433
2021/05/09,0.749350293935187,0.848672040229972,0.798361889301628,83,434
2021/05/10,0.773001390797872,0.876567213524632,0.824100395579612,93,435
2021/05/11,0.79336765056244,0.900837597604661,0.846385569450891,132,436
2021/05/12,0.860675416286581,0.974839553159523,0.917010646002305,97,437
2021/05/13,0.903870560178731,1.02241592771647,0.96237594640046,93,438
2021/05/14,0.897798305743682,1.01670543644686,0.95647511690681,83,439
2021/05/15,0.867736799506118,0.985280825687924,0.925724542288579,74,440
2021/05/16,0.861347968117284,0.979440974488837,0.919597578885525,69,441
2021/05/17,0.85952335799229,0.97872987676589,0.918313485726439,74,442
2021/05/18,0.850552849790373,0.970422148020963,0.909657469154646,79,443
2021/05/19,0.793082139804231,0.910295459696263,0.850840257481433,71,444
2021/05/20,0.780667304728045,0.898969960256865,0.838941972157394,60,445
2021/05/21,0.762228893608327,0.881685972872722,0.821044075080236,81,446
2021/05/22,0.793520574458417,0.918144251107717,0.854877680611263,59,447
2021/05/23,0.801127923019082,0.928987902193984,0.864063623386457,55,448
2021/05/24,0.80513410700026,0.935639020893597,0.869357009090543,51,449
2021/05/25,0.791187946109377,0.922874872503835,0.855966700682079,60,450
2021/05/26,0.784188222743374,0.917740074012488,0.84986118332511,56,451
2021/05/27,0.785482870139592,0.92180219071652,0.852496916161732,47,452
2021/05/28,0.789768904593295,0.929170531697893,0.85827976676304,35,453
2021/05/29,0.723537626885698,0.859784261288491,0.79042659753589,35,454
2021/05/30,0.706335425555432,0.844387931616408,0.774067565186411,27,455
2021/05/31,0.684080227956073,0.82422704701866,0.752782184563768,48,456
2021/06/01,0.720768322407766,0.869216615517439,0.79353274141303,42,457
2021/06/02,0.717041804086159,0.869677209901904,0.791812863272826,31,458
2021/06/03,0.687772760284798,0.841617627865628,0.763064649001085,45,459
2021/06/04,0.723556455379126,0.886082720355908,0.803090516135838,30,460
2021/06/05,0.749443969348186,0.919576328854306,0.832682762116243,19,461
2021/06/06,0.733023058851503,0.905419148352196,0.817309380726248,17,462
2021/06/07,0.733499150257228,0.910087219111991,0.819793373252589,27,463
2021/06/08,0.695596235249733,0.872127539557892,0.781765983096515,33,464
2021/06/09,0.700298789461856,0.882397742336877,0.789138821984065,27,465
2021/06/10,0.725251196977826,0.91595777144624,0.818267447829564,29,466
2021/06/11,0.697203844900185,0.88939785037489,0.790844708110662,22,467
2021/06/12,0.699613659555772,0.897408522376121,0.795926202728896,18,468
2021/06/13,0.733960468493659,0.942140384226287,0.835322008289843,21,469
2021/06/14,0.78766618491197,1.00822347046876,0.895086878669841,19,470
2021/06/15,0.774425349361672,0.996997501897868,0.882760237526889,27,471
2021/06/16,0.766535972441536,0.991382260274756,0.875923685171389,17,472
2021/06/17,0.739729312265371,0.964630676741062,0.849046712493757,11,473
2021/06/18,0.671482811894581,0.890713619305072,0.777847910727407,14,474
2021/06/19,0.662308340630202,0.886241801996272,0.77085276467698,9,475
2021/06/20,0.650441274988666,0.87985851445023,0.761513474094543,12,476
2021/06/21,0.63543738352703,0.8700807558744,0.748890478525923,11,477
2021/06/22,0.624753845181915,0.865902095487877,0.741198969539734,11,478
2021/06/23,0.554784225006618,0.791715411305392,0.668831213156605,11,479
2021/06/24,0.555605253058019,0.803393383049129,0.674707810757769,6,480
2021/06/25,0.565642183520892,0.827915169542025,0.691540466020861,4,481
2021/06/26,0.52494717899534,0.790513287958137,0.652032089086359,4,482
2021/06/27,0.524833074626713,0.803758305728938,0.658066013329894,5,483
2021/06/28,0.501352794735613,0.789197275606295,0.638433795452598,9,484
2021/06/29,0.5282934591399,0.839026467369119,0.676130954815314,3,485
2021/06/30,0.477021875472815,0.789771909569351,0.625142212739696,2,486
2021/07/01,0.40025007479722,0.706156941155271,0.54411991539198,3,487
2021/07/02,0.404259254183234,0.732896951029688,0.558356403620275,4,488
2021/07/03,0.458666282818282,0.831533518995891,0.633502519697956,6,489
2021/07/04,0.550854843975211,0.980308770995033,0.75263710287717,2,490
2021/07/05,0.533292288096123,0.976517358836149,0.740890248837668,6,491
2021/07/06,0.503931629086424,0.953932200389654,0.713929905796555,5,492
2021/07/07,0.592518931169565,1.09641260428582,0.828259320201154,6,493
2021/07/08,0.733332195460699,1.30504794706955,1.00195727617661,2,494
2021/07/09,0.720828600785551,1.2944660114776,0.990087440411989,2,495
2021/07/10,0.6709118777625,1.22851409913197,0.932081860471254,1,496
2021/07/11,0.549810955745197,1.06761631299579,0.790770589211509,5,497
2021/07/12,0.659893211431335,1.23466241549007,0.928463155952466,3,498
2021/07/13,0.59986097814067,1.16480284559733,0.862755487449984,2,499
2021/07/14,0.531137123238806,1.078427824655,0.784559006426308,5,500
2021/07/15,0.530898294225136,1.09642901466215,0.792271501657357,11,501
2021/07/16,0.867828302244021,1.58908992413152,1.20565314959524,3,502
2021/07/17,0.896560125338445,1.62540789227675,1.23831447773466,2,503
2021/07/18,0.882228944264908,1.5843091983977,1.21177738554311,8,504
2021/07/19,0.936403004772629,1.6384788253664,1.2668945684177,9,505
2021/07/20,1.06795371552969,1.78997669806987,1.40944754791603,4,506
2021/07/21,1.04303549777892,1.72688125887934,1.36690905087166,5,507
2021/07/22,0.959316819074855,1.58827407093602,1.25719483703015,5,508
2021/07/23,0.75816951431099,1.30619448742713,1.01658499238185,12,509
2021/07/24,0.95749221223128,1.55872426261586,1.24276708124016,3,510
2021/07/25,0.951770362610896,1.5412813486998,1.23164510036897,7,511
2021/07/26,0.879685997724351,1.43206168219484,1.14177931249394,9,512
2021/07/27,0.848922658044214,1.38198131251039,1.10185035497857,8,513
2021/07/28,0.913125278386388,1.45695760489001,1.17173302351405,6,514
2021/07/29,0.905994162718349,1.4388841441274,1.15952731895104,4,515
2021/07/30,0.854778580738751,1.36386121727476,1.09686185954021,3,516
2021/07/31,0.665421416739126,1.11530004815697,0.878199654643839,7,517
2021/08/01,0.75260117293271,1.23185524319713,0.979863954967421,9,518
2021/08/02,0.80857358348815,1.30939082812262,1.04634030593164,11,519
2021/08/03,0.845237829460367,1.35510683729989,1.08756804374217,17,520
2021/08/04,1.0079548581965,1.55500919954355,1.26905446853628,12,521
2021/08/05,1.07527175110153,1.6244437066048,1.33798248409795,20,522
2021/08/06,1.28137922157403,1.85284711064767,1.55606262644249,14,523
2021/08/07,1.32641691263849,1.87413796197338,1.59034780945042,13,524
2021/08/08,1.2505855442718,1.74781996055542,1.4904720244857,20,525
2021/08/09,1.25395382442219,1.7219926112151,1.48018540347484,14,526
2021/08/10,1.16263265459016,1.58968376298945,1.36914919446112,20,527
2021/08/11,1.09360345695795,1.4890923366064,1.28494297596264,15,528
2021/08/12,1.05005637809638,1.42409215470882,1.2310950289697,19,529
2021/08/13,0.984393000693473,1.33679630317001,1.15493696862205,17,530
2021/08/14,0.972198517320413,1.31510280188655,1.13821539146195,17,531
2021/08/15,0.976523361869364,1.3144037469344,1.14019581506752,18,532
2021/08/16,0.929811288483692,1.25460448815833,1.08710246360316,19,533
2021/08/17,0.94881744828132,1.27255923829444,1.10570154394473,21,534
2021/08/18,0.936775311392524,1.25494918221002,1.09098056695127,31,535
2021/08/19,1.04153942811615,1.37191996690759,1.2019529941836,22,536
2021/08/20,1.02619991195928,1.3478628315985,1.18242878109844,19,537
2021/08/21,0.995464220436496,1.30507128355473,1.14586772667158,23,538
2021/08/22,1.00227208400072,1.30699484613832,1.15038812689336,31,539
2021/08/23,1.0569297787413,1.36377970251188,1.20624966379502,41,540
2021/08/24,1.15510964191759,1.46778942965183,1.30751763315711,32,541
2021/08/25,1.1512763524923,1.45315604373834,1.29852604372531,27,542
2021/08/26,1.05034307976503,1.32890162648648,1.18618268161864,28,543
2021/08/27,1.03035589292709,1.29902335286112,1.16142176151915,33,544
2021/08/28,1.06536971856017,1.33293074684486,1.19600312818774,32,545
2021/08/29,1.06629016564679,1.3280451958684,1.19415110848146,39,546
2021/08/30,1.05715563891574,1.31166319040995,1.1815271864675,37,547
2021/08/31,0.994312595861125,1.2360115011817,1.11240105931571,30,548
2021/09/01,0.95471418345403,1.18792524605032,1.06864396760073,39,549
2021/09/02,0.989983302439378,1.2249707510786,1.10484949288573,45,550
2021/09/03,1.0426704959904,1.28090123880036,1.15921208050534,52,551
2021/09/04,1.08755696390418,1.32639557059123,1.20448669163162,55,552
2021/09/05,1.13159564902276,1.36934604883514,1.24809021655611,26,553
2021/09/06,1.02223501758014,1.24234819300355,1.13003784800173,60,554
2021/09/07,1.06536029817649,1.28517108493689,1.1731007320622,65,555
2021/09/08,1.15130662810911,1.37525048660289,1.26118849680881,52,556
2021/09/09,1.13342867317319,1.34946237668505,1.2394664589479,70,557
2021/09/10,1.14770989496062,1.35852573118689,1.25125100661265,66,558
2021/09/11,1.12575497631025,1.32852162680148,1.22537488911176,54,559
2021/09/12,1.06306645033181,1.25480569712078,1.15726644845457,55,560
2021/09/13,1.09796311125484,1.28851288774862,1.19163663777639,62,561
2021/09/14,1.05887670234538,1.24217424585197,1.14898868932394,62,562
2021/09/15,1.01096649977843,1.18664322535577,1.09732674375251,47,563
2021/09/16,0.972546398379125,1.14264172481791,1.05615434669831,60,564
2021/09/17,0.9334440887331,1.09886333267238,1.01473647319177,60,565
2021/09/18,0.913670999590378,1.07689632836277,0.993874796262811,62,566
2021/09/19,0.933569595147045,1.09857177439124,1.01466048221114,43,567
2021/09/20,0.904210528027674,1.06662735438335,0.98401000500424,51,568
2021/09/21,0.87938309938964,1.03977041718925,0.958165735711767,60,569
2021/09/22,0.882667204292194,1.04410884525316,0.961964031547293,51,570
2021/09/23,0.901851806078214,1.06587566698888,0.982424446292397,36,571
2021/09/24,0.849242994760055,1.00916073162225,0.92775306478349,44,572
2021/09/25,0.821075620095368,0.97952772761956,0.898833511838247,44,573
2021/09/26,0.795653765313246,0.953723752306492,0.873184708151369,48,574
2021/09/27,0.833350757902948,0.997553151036918,0.913901261502899,41,575
2021/09/28,0.828819197951198,0.994860372655305,0.910247776551963,45,576
2021/09/29,0.806240659295897,0.971998412783319,0.887492232585875,45,577
2021/09/30,0.811320898279206,0.979923220927872,0.893950568377687,48,578
2021/10/01,0.86906043925328,1.04586395820693,0.95574301942907,43,579
2021/10/02,0.881024011566495,1.06057330670656,0.969050010627909,36,580
2021/10/03,0.86473154669176,1.04346646350554,0.952335743917643,27,581
2021/10/04,0.811332757746808,0.98569640815735,0.896732384242243,44,582
2021/10/05,0.838213721842592,1.01732172772731,0.925946564206793,50,583
2021/10/06,0.873026604934881,1.05781993960325,0.96356035684558,41,584
2021/10/07,0.871344800765085,1.05717832990026,0.962375282109708,37,585
2021/10/08,0.844380599239207,1.02834309585066,0.934458084640258,28,586
2021/10/09,0.808247738961417,0.989797478740185,0.897091151661466,29,587
2021/10/10,0.804322148416167,0.987698195638119,0.894032881989183,21,588
2021/10/11,0.80647867222515,0.992770096901301,0.897591779688037,19,589
2021/10/12,0.741406538405557,0.922958779081449,0.830095013037578,34,590
2021/10/13,0.712062302745578,0.893734125107126,0.800731024646504,22,591
2021/10/14,0.676855203901029,0.858991651092167,0.765645119355779,20,592
2021/10/15,0.649555357673392,0.833794680401019,0.739260367769865,36,593
2021/10/16,0.728209956661263,0.929573389372934,0.82631128806649,30,594
2021/10/17,0.773302180211111,0.986473757712054,0.877163746964058,25,595
2021/10/18,0.819528794547605,1.04270370930698,0.928294882094398,36,596
2021/10/19,0.91948195670386,1.15791684526216,1.03581352548892,22,597
2021/10/20,0.862595208252147,1.09403129104014,0.975425816277641,26,598
2021/10/21,0.881571748234017,1.11537092276058,0.995584357630449,18,599
2021/10/22,0.876181940519388,1.10989620090914,0.990138293683579,26,600
2021/10/23,0.830199510170501,1.05835261150733,0.941368322192413,24,601
2021/10/24,0.810503284752059,1.03745527005248,0.921038466798536,20,602
2021/10/25,0.801853010084752,1.03003375153149,0.912944193530584,26,603
2021/10/26,0.769459732698379,0.995950005639172,0.879637871812589,22,604
2021/10/27,0.791637164483077,1.02465535872318,0.904990866996559,26,605
2021/10/28,0.813982850620129,1.05357849178456,0.930536208698662,25,606
2021/10/29,0.868849681241319,1.11855966806402,0.990393653332688,21,607
2021/10/30,0.848651628140589,1.09672601383999,0.969349981783357,23,608
2021/10/31,0.848062699187154,1.0968230400159,0.969084598029173,21,609
2021/11/01,0.861406471522874,1.11320930106405,0.983918865869936,51,610
2021/11/02,1.00764583183594,1.27959840068239,1.14021136987686,50,611
2021/11/03,1.14314515764816,1.42876349551732,1.28261028378445,43,612
2021/11/04,1.16956292398943,1.44979553690604,1.3065192138488,33,613
2021/11/05,1.1292449667145,1.39482653880712,1.25909068383159,39,614
2021/11/06,1.14276681366166,1.40108538374566,1.26916216244554,33,615
2021/11/07,1.11896109366229,1.36669315927079,1.24022585166435,38,616
2021/11/08,1.12576787977027,1.36677967107354,1.24381892774356,64,617
2021/11/09,1.11535522782106,1.34840636427501,1.22955888144209,42,618
2021/11/10,1.02684761227747,1.24460817227001,1.13352888713889,41,619
2021/11/11,0.981035584656821,1.18986687417225,1.08333515679695,47,620
2021/11/12,1.00826203952491,1.21741340149895,1.11076763725627,59,621
2021/11/13,1.05330663600783,1.26432041512721,1.15679031786859,36,622
2021/11/14,1.02855996153296,1.23358185637982,1.12911416563653,33,623
2021/11/15,0.979193950113024,1.17602489543735,1.07571636447325,40,624
2021/11/16,0.883767137752233,1.06910652402514,0.974584105638325,50,625
2021/11/17,0.907771518976571,1.0954025445254,0.999736008405346,22,626
2021/11/18,0.852757369065499,1.03532127478599,0.942179800540158,37,627
2021/11/19,0.829486008009214,1.01056187543853,0.918146682670146,36,628
2021/11/20,0.772674895417564,0.949600025838477,0.859222258441044,41,629
2021/11/21,0.813605550030105,0.997909615456987,0.903781790363825,42,630
2021/11/22,0.869029009966483,1.06221665756688,0.963586764048685,54,631
2021/11/23,0.929924219471532,1.13093938571463,1.02836632806482,47,632
2021/11/24,0.91809937973681,1.1177283246802,1.01585165686821,49,633
2021/11/25,1.0059531418995,1.21387773054651,1.10786421219653,44,634
2021/11/26,1.01218978888079,1.21883029620728,1.11349434663111,40,635
2021/11/27,0.997652325445907,1.19991583692387,1.09682353430873,29,636
2021/11/28,0.935402976419817,1.12909204188628,1.030333600866,65,637
2021/11/29,0.99711090845481,1.19553311788125,1.09443113908621,50,638
2021/11/30,0.968998457845353,1.16312239057378,1.06419915696493,68,639
2021/12/01,1.01568584705915,1.21231203494745,1.11217181134902,78,640
2021/12/02,1.08100083292525,1.28128574948062,1.1793556006348,71,641
2021/12/03,1.11957036894658,1.31930897073863,1.21771778677834,91,642
2021/12/04,1.20750378577086,1.4094396700224,1.30683185134257,54,643
2021/12/05,1.19687653644737,1.39131644847108,1.2925593470235,78,644
2021/12/06,1.14759296748045,1.33135048218833,1.23803839451323,109,645
2021/12/07,1.21678646740813,1.40009702051795,1.30709078589431,98,646
2021/12/08,1.20462060014251,1.38100672609516,1.29154780943101,109,647
2021/12/09,1.18583323961528,1.35469945836207,1.26908561304195,124,648
2021/12/10,1.21249885680906,1.37766490035696,1.29397407276495,169,649
2021/12/11,1.2730506455051,1.43651479822875,1.35374556842871,128,650
2021/12/12,1.29973377430219,1.45841824858856,1.37811592942685,185,651
2021/12/13,1.35452005553121,1.50946357138995,1.43111038409932,297,652
2021/12/14,1.49094361230266,1.64563180448099,1.56748564276867,307,653
2021/12/15,1.58104765320599,1.73091227341153,1.6552670809201,326,654
2021/12/16,1.60615077803385,1.74676142078816,1.6758362531786,411,655
2021/12/17,1.65091510459546,1.78312262535731,1.71648387757865,472,656
2021/12/18,1.65635446535372,1.778831114888,1.71713383824562,502,657
2021/12/19,1.6708923815517,1.78451106437249,1.72730908841474,546,658
2021/12/20,1.63787931768383,1.74176583445434,1.68948697869988,912,659
2021/12/21,1.7131931836179,1.81149457345977,1.76205577423891,861,660
2021/12/22,1.69644779664061,1.786670318402,1.74131347363341,830,661
2021/12/23,1.62490384179443,1.70625583504748,1.66537106746506,865,662
2021/12/24,1.5409256843848,1.61439467864612,1.57748042389869,771,663
2021/12/25,1.43145789857126,1.49770526407022,1.46442414224675,540,664
2021/12/26,1.29021375471977,1.34970613447453,1.31981906426721,810,665
2021/12/27,1.24756413697323,1.30368453079531,1.27549461471625,1151,666
2021/12/28,1.21903525353033,1.27271159458675,1.24575192441135,1262,667
2021/12/29,1.22892499957295,1.28122909204885,1.25496252603861,1422,668
2021/12/30,1.27052969607595,1.32215678264918,1.29623521786507,1443,669
2021/12/31,1.29134635279412,1.3416880160462,1.31641604980887,911,670
2022/01/01,1.2241889904349,1.27145895637961,1.24772989549856,433,671
2022/01/02,1.13266186239225,1.1767173753134,1.15460130958423,616,672
2022/01/03,1.05647014613078,1.09811979399135,1.07721037203301,742,673
2022/01/04,0.973063415970469,1.01257953919823,0.992738844795974,770,674
2022/01/05,0.898576890340329,0.936487014280377,0.9174496583738,654,675
2022/01/06,0.800812635058941,0.836902426870376,0.818773961783676,620,676
2022/01/07,0.707739623875077,0.742353530758988,0.724959755023651,574,677
2022/01/08,0.70020448016802,0.735766455931089,0.717892922126588,436,678
2022/01/09,0.754949915922827,0.793278940437894,0.774014715244711,392,679
2022/01/10,0.763607979743458,0.803425955211371,0.783410647460401,645,680
2022/01/11,0.788291266169526,0.829893294358487,0.80897988761829,502,681
2022/01/12,0.77458356740038,0.816908340741837,0.795627669693931,509,682
2022/01/13,0.783305283630084,0.826964901239031,0.805010696263231,417,683
2022/01/14,0.778085191242297,0.822737580117149,0.800280498459561,422,684
2022/01/15,0.78193150587057,0.827848496864594,0.804752364203721,320,685
2022/01/16,0.793163359213779,0.840599122102751,0.816736502907299,279,686
2022/01/17,0.802165192897659,0.851033289431942,0.82644743530743,309,687
2022/01/18,0.746486881104155,0.794738203353209,0.770453787044733,432,688
2022/01/19,0.766983784734381,0.817221781822162,0.791935353875042,359,689
2022/01/20,0.765478219088129,0.817125867659893,0.791124904190193,303,690
2022/01/21,0.770248104856573,0.823466119558108,0.796670345802856,290,691
2022/01/22,0.766879701163471,0.821421289594984,0.793953651286084,243,692
2022/01/23,0.780436243459376,0.836932091918963,0.808476758153639,214,693
2022/01/24,0.796188510997806,0.854720228257019,0.825236263177608,322,694
2022/01/25,0.838577233452884,0.900033029635115,0.869076818044925,275,695
2022/01/26,0.805786900699841,0.867190647184182,0.836251898751835,206,696
2022/01/27,0.771655402404282,0.832929071301984,0.80204630285109,190,697
2022/01/28,0.759129821230564,0.821411779085194,0.790012833594275,179,698
2022/01/29,0.748510719511945,0.812063515364639,0.780015071332259,150,699
2022/01/30,0.745294943771463,0.810541869849928,0.777630782342777,176,700
2022/01/31,0.769143884123835,0.837363608498107,0.802949228767997,217,701
2022/02/01,0.752916079079033,0.822277096037808,0.787275525740271,201,702
2022/02/02,0.750425825776142,0.821557319595654,0.785653211375849,139,703
2022/02/03,0.751746211211678,0.824972601945161,0.788001887704345,140,704
2022/02/04,0.761470649943034,0.837244121472765,0.798979820306156,139,705
2022/02/05,0.775142620701702,0.853656824329486,0.814001828871642,110,706
2022/02/06,0.785131595642728,0.866132131805474,0.825214122330287,98,707
2022/02/07,0.763013397885168,0.844767629527812,0.803453431151275,142,708
2022/02/08,0.741497659815103,0.824124368552276,0.782352504979417,105,709
2022/02/09,0.703233543991054,0.786027918321308,0.744146712848824,90,710
2022/02/10,0.705573191541587,0.791217688272485,0.747880103189487,88,711
2022/02/11,0.705059519750721,0.793646017664108,0.7488020894818,85,712
2022/02/12,0.698283962842401,0.78945888326216,0.743283751586907,69,713
2022/02/13,0.702011315737899,0.796581832053422,0.748668852474907,94,714
2022/02/14,0.745100156097372,0.845792185750478,0.794775836642249,97,715
2022/02/15,0.734534765852984,0.837525065297362,0.785320173936761,77,716
2022/02/16,0.739104076375857,0.845287246527299,0.791447061433493,111,717
2022/02/17,0.808558521819463,0.922607320519539,0.86479256050891,96,718
2022/02/18,0.853723370717991,0.973323821442493,0.91270004269482,100,719
2022/02/19,0.896922959668183,1.02100739785805,0.958120744916769,97,720
2022/02/20,0.950176942381508,1.07868443082322,1.01357454175043,68,721
2022/02/21,0.913041953857817,1.03914793696334,0.975238082021795,78,722
2022/02/22,0.887092294666494,1.011578633973,0.948476903170273,114,723
2022/02/23,0.951654938032327,1.08119545401743,1.01555692662765,107,724
2022/02/24,0.947949098792902,1.07742228123244,1.01181511384852,94,725
2022/02/25,0.940489194064396,1.06919527311186,1.00397522408216,83,726
2022/02/26,0.913673869741336,1.04050821913941,0.976225128320261,75,727
2022/02/27,0.885315683043972,1.01047546139324,0.947026363886232,84,728
2022/02/28,0.919851830071191,1.04809524701603,0.983094459427792,101,729
2022/03/01,0.961411752936807,1.09297817169227,1.0263087029756,102,730
2022/03/02,0.94116199729831,1.07117711280377,1.00528596875629,72,731
2022/03/03,0.886269757596642,1.01233291599557,0.948420829107993,81,732
2022/03/04,0.874209815079901,0.999987071473968,0.936210487314265,69,733
2022/03/05,0.867232798154015,0.993563056464547,0.929495668300088,69,734
2022/03/06,0.873172437271003,1.00106832105456,0.936202239606803,67,735
2022/03/07,0.859876066024863,0.98794471910182,0.922976569444295,66,736
